,Place_name,Latitude,Longitude,Address,Borough,Neighborhood,Category_name
16,"Pinzon, Robin Dr-Riverdale Family Practice",40.879976,-73.907795,"3050 Corlear Ave (at 231st St.), Bronx, NY 10463",Bronx,Kings Bridge,Dentist
16,Pediatrics 2000 Iii,40.84546,-73.94221,"135 Haven Ave (172 St), New York, NY 10032",New York,Uptown,Dentist
16,Davis Timicka Division of Plastic Surgery,40.841377,-73.94341,"161 Fort Washington Ave (5th Fl.), New York, NY 10032",New York,Uptown,Dentist
16,Morgan Stanley Children's Hospital,40.839697,-73.941596,"3959 Broadway (at W 165th St), New York, NY 10032",New York,Uptown,Dentist
16,"Theradynamics Physical Rehab, PC",40.80735,-73.953695,"2235 Frederick Douglass Blvd, New York, NY 10027",New York,Central Harlem,Dentist
16,NewYork-Presbyterian Alexandra Cohen Hospital for Women and Newborns,40.764104,-73.95605,"1283 York Ave, New York, NY 10065",New York,Lenox Hill,Dentist
16,NewYork-Presbyterian Alexandra Cohen Hospital for Women and Newborns,40.764104,-73.95605,"1283 York Ave, New York, NY 10065",New York,Lenox Hill,Dentist
16,Weill Cornell Medical Associates East Side,40.77804,-73.953572,"215 E 85th St (btwn 2nd & 3rd Ave), New York, NY 10028",New York,Carnegie Hills,Dentist
16,Lenox Hill Hospital,40.773905,-73.960688,"100 E 77th St (at Lexington Ave), New York, NY 10075",New York,Lenox Hill,Dentist
16,Mount Sinai Faculty Practice Associates,40.789141,-73.954262,"5 E 98th St, New York, NY 10029",New York,Carnegie Hill,Dentist
16,"Robin Unger, MD",40.769741,-73.965225,"710 Park Ave, New York, NY 10021",New York,Lenox Hill,Dentist
16,Manhattan Specialty Care,40.740528,-73.994006,"55 W 17th St, New York, NY 10011",New York,Chelsea,Dentist
16,Goel Anupama Mount Sinai Heart New York,40.769789,-73.985458,"425 W 59th St, New York, NY 10019",New York,Lincoln Square,Dentist
16,Sutton Place Dental Associates,40.757252,-73.962076,"433 E 56th St, New York, NY 10022",New York,Midtown,Dentist
16,Flatiron Pediatrics,40.740257,-73.988057,"27 E 22nd St, New York, NY 10010",New York,Chelsea,Dentist
16,Mount Sinai Doctors - West 14th Street,40.738987,-74.001064,"226 W 14th St (btwn 7th & 8th), New York, NY 10011",New York,Chelsea,Dentist
16,Spring Ob/Gyn,40.724108,-74.000738,"135 Spring St (Between Wooster and Greene Streets), New York, NY 10012",New York,Downtown,Dentist
16,Medical Associates,40.709893,-74.005806,"156 William St (btwn Ann & Beekman St), New York, NY 10038",New York,City Hall,Dentist
16,New York Doctors Urgent Care,40.73667,-73.996998,"65 W 13th St (btwn 5th & 6th Ave), New York, NY 10011",New York,Chelsea,Dentist
16,West 11th Street Pediatrics: Ferrier Genevieve MD,40.734895,-73.996797,"46 W 11th St (btwn 5th & 6th), New York, NY 10011",New York,Downtown,Dentist
16,Metropolitan Vision Correction Associates,40.735688,-73.995431,"22 W 13th St (btw 5th & 6th Ave), New York, NY 10011",New York,Downtown,Dentist
16,Mount Sinai - Union Square,40.734661,-73.98954,"10 Union Sq E (btwn E 14th & E15th St), New York, NY 10003",New York,Downtown,Dentist
16,Upper East Veterinary Center,40.784239,-73.951887,"1435 Lexington Ave (at E. 94th), New York, NY 10128",New York,Carnegie Hill,Dentist
16,Central Park Orthodontics,40.786212,-73.968879,"271A Central Park S ((entrance on W.87th St.)), New York, NY 10019",New York,Upper West Side,Dentist
16,Ayla Yavin Acupuncture & Herbs,40.747344,-73.991348,"135 W 29th St (7th and 6th Aves), New York, NY 10001",New York,Chelsea,Dentist
16,Joan H. & Preston Robert Tisch Center at Essex Crossing,40.717237,-73.985582,"171 Delancey St, New York, NY 10002",New York,Downtown,Dentist
16,Mount Sinai Doctors - Delancey Street,40.719039,-73.988752,"104 Delancey St (Ludlow Street), New York, NY 10002",New York,Chinatown,Dentist
16,NewYork-Presbyterian Hospital - Emergency Department,40.764319,-73.954092,"525 E 68th St (at York Ave.), New York, NY 10065",New York,Lenox Hill,Dentist
16,"LIC Optometry, PC",40.767376,-73.938612,"3250 Vernon Blvd (Broadway), Long Island City, NY 11106",Long Island City,Astoria South,Dentist
16,Zwanger-Pesiri Radiology,40.734678,-73.875235,"8812 Queens Blvd, New York, NY 11373",New York,Elmhurst,Dentist
16,Shop Eyeglasses Today,40.752272,-73.870817,"3537 Junction Blvd, Corona, NY 11368",Corona,Corona,Dentist
16,Comprehensive Pediatrics,40.684489,-73.845695,"9511 101st Ave, Ozone Park, NY 11416",Ozone Park,Woodhaven,Dentist
16,Mandarin Optical,40.740724,-73.879213,"8327 Broadway, Elmhurst, NY 11373",Elmhurst,Elmhurst,Dentist
16,Guarnaccia Gary J MD PC,40.71874,-73.836766,"11203 Queens Blvd, Forest Hills, NY 11375",Forest Hills,Forest Hills,Dentist
16,Saint Vincents Catholic Medical Centers of New York,40.700632,-73.806974,"14720 Archer Ave, Jamaica, NY 11435",Jamaica,Jamaica,Dentist
16,Guarnaccia Gary J MD PC,40.71874,-73.836766,"11203 Queens Blvd, Forest Hills, NY 11375",Forest Hills,Forest Hills,Dentist
16,Yoen Cho Physical Therapy PC,40.762969,-73.813767,"15015 41st Ave, Flushing, NY 11354",Flushing,Flushing,Dentist
16,Reihani Ghazal One Medical New York,40.765616,-73.96406,"171 E 65th St, New York, NY 10065",New York,Lenox Hill,Dentist
16,Special Dental Suites,40.765173,-73.952421,"525 E 68th St (York Avenue), New York, NY 10065",New York,Roosevelt Island,Dentist
16,Lnw Medical Office,40.762728,-73.83158,"13604 Northern Blvd, Flushing, NY 11354",Flushing,Down Town Flushing,Dentist
16,First Choice Dental,40.745511,-73.883888,"8114 Baxter Ave, Elmhurst, NY 11373",Elmhurst,Elmhurst,Dentist
16,Zwanger-Pesiri Radiology,40.734678,-73.875235,"8812 Queens Blvd, New York, NY 11373",New York,Elmhurst,Dentist
16,R & I Dental,40.68369,-73.84741,"9302 101st Ave, Ozone Park, NY 11416",Ozone Park,Woodhaven,Dentist
16,"Rita Ellent, Od - The Gardens Eye Care",40.71896,-73.844979,"12 Station Sq, Forest Hills, NY 11375",Forest Hills,Forest Hills,Dentist
16,Dr Wiechowski Office,40.713087,-73.873873,"7844 Metropolitan Ave, Middle Village, NY 11379",Middle Village,Glendale,Dentist
16,Housing Works Community Health Center,40.674789,-73.874645,"2640 Pitkin Ave, Brooklyn, NY 11208",Brooklyn,City Line,Dentist
16,Amarjit Singh,40.693198,-73.827821,"9426 Lefferts Blvd, South Richmond Hill, NY 11419",South Richmond Hill,Richmond Hill,Dentist
16,Queens Crossing,40.760725,-73.829761,"13620 38th Ave (at Main St), Flushing, NY 11354",Flushing,Down Town Flushing,Dentist
16,Dr Bronfman's Office,40.760696,-73.824562,"40-04 Sanford Avenue, Flushing, NY 11355",Flushing,Down Town Flushing,Dentist
16,Northern Boulevard Footcare,40.765184,-73.815768,"14945 Northern Blvd (149th Street), Flushing, NY 11354",Flushing,Flushing,Dentist
16,St Mary's Hospital For Children,40.776631,-73.768636,"2901 216th St (Turner Construction Site), Bayside, NY 11360",Bayside,Bayside,Dentist
16,"Dr Imparato, DDS",40.753016,-73.698475,"1300 Union Tpke (lakevill rd), New Hyde Park, NY 11040",New Hyde Park,Glen Oaks,Dentist
16,"Rita Ellent, Od - The Gardens Eye Care",40.71896,-73.844979,"12 Station Sq, Forest Hills, NY 11375",Forest Hills,Forest Hills,Dentist
16,CityMD Auburndale Urgent Care - Queens,40.757579,-73.790209,"191-20 Northern Blvd, New York, NY 11358",New York,Bayside,Dentist
16,Community First Medical,40.71417,-73.781315,"87-16 Avon St, New York, NY 11432",New York,Hillside,Dentist
16,"Sandler Gary, DDS",40.740961,-73.792465,"5803 Utopia Pkwy, Fresh Meadows, NY 11365",Fresh Meadows,Fresh Meadows,Dentist
16,Yager Steven New York Foot And Ankle Institute Floral Park,40.729675,-73.700147,"261 Jericho Tpke, Floral Park, NY 11001",Floral Park,Hillcrest,Dentist
16,Evanov Frank,40.730446,-73.777429,"19303 Union Tpke, Fresh Meadows, NY 11366",Fresh Meadows,Fresh Meadows,Dentist
16,Espinoza Corporation,40.709093,-73.779524,"9120 182nd St, Hollis, NY 11423",Hollis,Hillside,Dentist
16,Morente Flora F,40.714628,-73.782422,"8675 Midland Pkwy, Jamaica, NY 11432",Jamaica,Hillside,Dentist
16,Pain Clinic New York City,40.703719,-73.797965,"16110 Jamaica Ave, Jamaica, NY 11432",Jamaica,Jamaica,Dentist
16,Queens Village Dental,40.719217,-73.732747,"22110 Jamaica Ave, Queens Village, NY 11428",Queens Village,Bellaire,Dentist
16,Podiatrist,40.595894,-73.753874,"224 Beach 20th St, Far Rockaway, NY 11691",Far Rockaway,Far Rockaway,Dentist
16,Island Pediatric Associates,40.582246,-73.837301,"11412 Beach Channel Dr, Far Rockaway, NY 11694",Far Rockaway,Boardwalk,Dentist
16,DaVita Sheepshead Bay Renal Care Center,40.581845,-73.956657,"26 Brighton 11th St, Brooklyn, NY 11235",Brooklyn,Brighton Beach,Dentist
16,MT Sinai Medical Center,40.782423,-73.947097,"320 E 94th St, New York, NY 10128",New York,Carnegie Hill,Dentist
16,Matteo Chiropractic & Physical Therapy and DOT Physicals,40.778445,-73.839442,"12910 23rd Ave (23rd Ave and 130th st.), College Point, NY 11356",College Point,College Point,Dentist
16,Ozanam Hall of Queens Nursing Home,40.758751,-73.7823,"4241 201st St, Bayside, NY 11361",Bayside,Bayside,Dentist
16,Road to Recovery Physical and Occupational Therapy,40.59538,-73.7542,"2004 Seagirt Blvd, Far Rockaway, NY 11691",Far Rockaway,Wave Crest,Dentist
16,New Horizon Counseling Center,40.587493,-73.81329,"8802 Rockaway Beach Blvd, Rockaway Beach, NY 11693",Rockaway Beach,Hammels,Dentist
16,CityMD Rockaway Urgent Care,40.579619,-73.837358,"11601 Rockaway Beach Blvd, Rockaway Park, NY 11694",Rockaway Park,Boardwalk,Dentist
16,Main Street Radiology,40.761955,-73.830199,"13625 37th Ave, Flushing, NY 11354",Flushing,Down Town Flushing,Dentist
16,Parker Jewish Institute,40.755545,-73.70751,"27111 76th Ave, New Hyde Park, NY 11040",New Hyde Park,Glen Oaks,Dentist
16,Chapin Home for the Aging,40.714583,-73.801183,"16501 Chapin Pkwy, Queens, NY 11432",Queens,Jamaica Hills,Dentist
16,Anna N Krol Physician PC,40.718716,-73.812501,"15028 Union Tpke, Flushing, NY 11367",Flushing,Kew Gardens Hills,Dentist
16,Main Street Radiology,40.761955,-73.830199,"13625 37th Ave, Flushing, NY 11354",Flushing,Down Town Flushing,Dentist
16,Saint Vincents Catholic Medical Centers of New York,40.700632,-73.806974,"14720 Archer Ave, Jamaica, NY 11435",Jamaica,Jamaica,Dentist
16,CityMD Sunnyside Urgent Care- Queens,40.742584,-73.917228,"4716 Greenpoint Ave, Sunnyside, NY 11104",Sunnyside,Dutch Kills,Dentist
16,Eyes On Liberty,40.678163,-73.869275,"1086 Liberty Ave, Brooklyn, NY 11208",Brooklyn,City Line,Dentist
16,Rauta Sylvia Dr,40.747287,-73.87784,"4071 Elbertson St, Elmhurst, NY 11373",Elmhurst,Elmhurst,Dentist
16,"Mirkin, Daniel OD - Mirkin Vision",40.580615,-73.837939,"253 Beach 116th St (Newport Ave), Rockaway Park, NY 11694",Rockaway Park,Boardwalk,Dentist
16,Lawrence Weiss,40.5801,-73.83705,"202 Beach 116th St, Rockaway Park, NY 11694",Rockaway Park,Boardwalk,Dentist
16,Yager Steven New York Foot And Ankle Institute Floral Park,40.729675,-73.700147,"261 Jericho Tpke, Floral Park, NY 11001",Floral Park,Hillcrest,Dentist
16,Davis Visionworks,40.733539,-73.869256,"91 41 Queens Blvd, Elmhurst, NY 11373",Elmhurst,LeFrak City,Dentist
16,Advantagecare Physicians,40.710904,-73.856207,"9610 Metropolitan Ave, Forest Hills, NY 11375",Forest Hills,Parkside,Dentist
16,St Joseph Medical Center,40.62482,-74.074802,"700 Bay St, Staten Island, NY 10304",Staten Island,St. George,Dentist
16,Bath Beach Medical PC,40.604981,-74.083046,"2071 Clove Rd, Staten Island, NY 10304",Staten Island,Concord,Dentist
16,Best Care,40.640575,-74.075928,"60 Bay St, Staten Island, NY 10301",Staten Island,Brighton Heights,Dentist
16,Sciascia Chiropractor,40.615483,-74.102339,"1313 Clove Rd, Staten Island, NY 10301",Staten Island,Fox Hills,Dentist
16,University Physicians Group,40.613814,-74.111853,"1460 Victory Blvd, Staten Island, NY 10301",Staten Island,Castleton Corners,Dentist
16,Gateway Ob/gyn Associates Pc,40.591346,-74.098723,"78 Cromwell Ave, Staten Island, NY 10304",Staten Island,Grand City,Dentist
16,Richmond University Labor And Delivery,40.637423,-74.105737,"355 Bard Ave, Staten Island, NY 10310",Staten Island,Randall Manor,Dentist
16,Dr Charles Patterino,40.611842,-74.139647,"2281 Victory Blvd (Harvey Ave), Staten Island, NY 10314",Staten Island,Meiers Corners,Dentist
16,New York Blood Center,40.578365,-74.168957,"2791 Richmond Ave (Pergament Mall - Above Verizon Wireless), Staten Island, NY 10314",Staten Island,New Springville,Dentist
16,Sayed Gus,40.592974,-74.163211,"2222 Richmond Ave, Staten Island, NY 10314",Staten Island,New Springville,Dentist
16,University Hospice-Addeo Hospice Residence,40.581486,-74.131308,"78 Meisner Ave, Staten Island, NY 10306",Staten Island,Egbertville,Dentist
16,Life Works,40.54348,-74.144448,"3932 Hylan Blvd, Staten Island, NY 10308",Staten Island,Great Kills,Dentist
16,Women's Health Care Specialist,40.526933,-74.167876,"4855 Hylan Blvd, Staten Island, NY 10312",Staten Island,Huguenot,Dentist
16,Service Behavioral,40.518858,-74.260305,"693 Harbortown Blvd, Perth Amboy, NJ 08861",Perth Amboy,Harbor Terrace,Dentist
16,Dr. Michele Menichella Chiropractic Office,40.63437,-74.110839,"323 Oakland Ave, Staten Island, NY 10310",Staten Island,West New Brighton,Dentist
16,St Joseph Medical Center,40.62482,-74.074802,"700 Bay St, Staten Island, NY 10304",Staten Island,St. George,Dentist
16,Pediatrics Associates,40.67602,-73.970374,"20 Plaza St E (Vanderbilt), Brooklyn, NY 11238",Brooklyn,Park Slope,Dentist
16,Caton Park Rehabilitation and Nursing Center,40.646416,-73.957011,"1312 Caton Ave, Brooklyn, NY 11226",Brooklyn,Flatbush,Dentist
16,"Dr Raymond Helfand, Optometrist",40.625222,-74.13516,"1378 Forest Ave, Staten Island, NY 10302",Staten Island,Westerleigh,Dentist
16,Aadobe Pet Hospital,40.626203,-74.132892,"1294 Forest Ave, Staten Island, NY 10302",Staten Island,Westerleigh,Dentist
16,"Carreras Thomas, DVM",40.58445,-74.093082,"289 Dongan Hills Ave, Staten Island, NY 10305",Staten Island,Dongan Hills,Dentist
16,Beacon Of Hope House,40.588347,-74.096204,"90 Hancock St, Staten Island, NY 10305",Staten Island,Grand City,Dentist
16,Staten Island Orthopedics & Sports Medicine,40.581972,-74.110347,"2052 Richmond Rd, Staten Island, NY 10306",Staten Island,Grant City,Dentist
16,Staten Island University Hospital,40.58469,-74.086432,"475 Seaview Ave (btwn Mason Ave & Father Capodanno Blvd), Staten Island, NY 10305",Staten Island,Midland Beach,Dentist
16,Philip E Otterbeck DDS,40.574476,-74.122177,"2517 Amboy Rd, Staten Island, NY 10306",Staten Island,New Dorp,Dentist
16,Interventional Pain Management Center,40.574051,-74.121985,"2537 Amboy Rd, Staten Island, NY 10306",Staten Island,New Dorp,Dentist
16,Digestive Disease Associates,40.518834,-74.196786,"305 Seguine Ave, Staten Island, NY 10309",Staten Island,Prince's Bay,Dentist
16,Regional Radiology,40.524041,-74.239623,"4849 Arthur Kill Rd, Staten Island, NY 10309",Staten Island,Harbor Terrace,Dentist
16,Visions By Victoria Rose,40.547309,-74.222519,"639 Veterans Rd W, Staten Island, NY 10309",Staten Island,Rossville,Dentist
16,Eden 2 Institute,40.5528,-74.187304,"381 Carlton Blvd, Staten Island, NY 10312",Staten Island,Aspen Knolls,Dentist
16,Ballal Hebri DDS,40.556462,-74.168581,"3371 Richmond Ave, Staten Island, NY 10312",Staten Island,Greenridge,Dentist
16,Miracle-Ear Hearing Aid Center,40.577187,-74.168732,"2795 Richmond Ave, Staten Island, NY 10314",Staten Island,New Springville,Dentist
16,Lau Linda MD,40.581349,-74.1663,"2655 Richmond Ave, Staten Island, NY 10314",Staten Island,New Springville,Dentist
16,Sayed Gus,40.592974,-74.163211,"2222 Richmond Ave, Staten Island, NY 10314",Staten Island,New Springville,Dentist
16,Ryan Health,40.793644,-73.967551,"110 W 97th St, New York, NY 10025",New York,Manhattan Valley,Dentist
16,Weill Cornell Medical Associates,40.716823,-74.006823,"40 Worth St (btwn Church & W Broadway), New York, NY 10013",New York,City Hall Area,Dentist
16,NYC Retina,40.732145,-73.994768,"20 E 9th St (University Pl), New York, NY 10003",New York,Downtown,Dentist
16,Nyu Medical Center,40.741925,-73.974235,"550 1st Ave (btwn E 30th & E 34th St), New York, NY 10016",New York,East Side,Dentist
16,Sciascia Chiropractor,40.615483,-74.102339,"1313 Clove Rd, Staten Island, NY 10301",Staten Island,Fox Hills,Dentist
16,Staten Island Aids Task Force,40.642101,-74.077255,"25 Hyatt St, Staten Island, NY 10301",Staten Island,Brighton Heights,Dentist
16,Beacon Of Hope House,40.588347,-74.096204,"90 Hancock St, Staten Island, NY 10305",Staten Island,Grand City,Dentist
16,Gateway Ob/gyn Associates Pc,40.591346,-74.098723,"78 Cromwell Ave, Staten Island, NY 10304",Staten Island,Grand City,Dentist
16,Best Care,40.640575,-74.075928,"60 Bay St, Staten Island, NY 10301",Staten Island,Brighton Heights,Dentist
16,Victory Behavioral Health,40.61175,-74.139817,"2291 Victory Blvd, Staten Island, NY 10314",Staten Island,Meiers Corners,Dentist
16,"NYC Health + Hospitals/Gotham Health, East New York",40.671716,-73.895242,"2094 Pitkin Ave, Brooklyn, NY 11207",Brooklyn,Broadway Junction,Dentist
16,Institute For Community Living,40.657312,-73.914146,"469 E 98th St, Brooklyn, NY 11212",Brooklyn,Brownsville,Dentist
16,Tikvah At Ohel,40.616187,-73.945176,"2925 Kings Hwy, Brooklyn, NY 11229",Brooklyn,Manhattan Terrace,Dentist
16,Brightpoint Health,40.695377,-73.803778,"10504 Sutphin Blvd (105th Ave), Queens, NY 11435",Queens,Jamaica,Dentist
16,NewYork-Presbyterian Medical Group Queens - Electrophysiology,40.74733,-73.824983,"5645 Main St, Flushing, NY 11355",Flushing,Queensboro Hills,Dentist
16,NewYork-Presbyterian Medical Group Queens Pediatric Care,40.743932,-73.777374,"19815 Horace Harding Expy (Francis Lewis Boulevard), Fresh Meadows, NY 11365",Fresh Meadows,Fresh Meadows,Dentist
16,Manhattan Psychiatric Center,40.789095,-73.92965,"1 Wards Is, New York, NY 10035",New York,Spanish Harlem,Dentist
16,"Segal, Shimon, Md - Lincoln Medical & Mental Health",40.817533,-73.924083,"234 E 149th St, Bronx, NY 10451",Bronx,Patterson Houses,Dentist
16,Edward S. Harkness Eye Institute,40.840266,-73.942536,"635 W 165th St (at Fort Washington Ave), New York, NY 10032",New York,Uptown,Dentist
16,Fort Tryon Center for Rehabilitation and Nursing,40.857009,-73.93451,"801 W 190th St, New York, NY 10040",New York,Fort George,Dentist
16,Rejuve Face & Body Spa,40.866615,-73.918589,"264 Sherman Ave, New York, NY 10034",New York,Inwood,Dentist
16,Columbia Primary Care Midtown,40.760203,-73.978748,"51 W 51st St (5th and 6th Avenue), New York, NY 10019",New York,Midtown,Dentist
16,NewYork-Presbyterian Hospital - Emergency Department,40.764319,-73.954092,"525 E 68th St (at York Ave.), New York, NY 10065",New York,Lenox Hill,Dentist
16,Bellevue Hospital Center,40.739475,-73.975453,"462 1st Ave (btwn E 26th & E 28th St), New York, NY 10016",New York,Bellevue,Dentist
16,Mount Sinai Beth Israel,40.73283,-73.981713,"10 Nathan D Perlman Pl (btwn E 15th & E 16th St), New York, NY 10003",New York,East Village,Dentist
16,West 11th Street Pediatrics: Ferrier Genevieve MD,40.734895,-73.996797,"46 W 11th St (btwn 5th & 6th), New York, NY 10011",New York,Downtown,Dentist
16,Onsite Dental,40.74717,-73.98391,"160 Madison Ave (Suite 31), New York, NY 10016",New York,East Side,Dentist
16,Special Dental Suites,40.765173,-73.952421,"525 E 68th St (York Avenue), New York, NY 10065",New York,Roosevelt Island,Dentist
16,Neurosurgery at Mount Sinai Queens,40.768224,-73.924968,"2510 30th Ave, Long Island City, NY 11102",Long Island City,Astoria,Dentist
16,Mount Sinai Doctors - Delancey Street,40.719039,-73.988752,"104 Delancey St (Ludlow Street), New York, NY 10002",New York,Chinatown,Dentist
